email,full_name,subteam,day,start_time,end_time,room,zoom_url,title,description,speaker
janicesantos@yahoo.com,Veronica Townsend,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
kari43@yahoo.com,Elizabeth Parker,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
mchan@hotmail.com,Donna Curry,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
michellekemp@yahoo.com,Crystal Lamb,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
zwashington@gmail.com,Brian King,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
megantownsend@hotmail.com,Alex Jones,logistics,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
meltonpatrick@gmail.com,Crystal Richards,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
megan97@yahoo.com,Wendy Baird,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
patelalexandra@hotmail.com,Scott Butler,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
isawyer@hotmail.com,Deborah Burns,security,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
whudson@gmail.com,Brad Green,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
stevenjohnson@yahoo.com,Henry Johnson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
smithanna@hotmail.com,Faith Reed,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
anoble@gmail.com,Jordan Rice,operations,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
grantjanice@yahoo.com,Peter Boyd,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
james42@hotmail.com,Cynthia Ferrell,finance,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
kimberlysmith@yahoo.com,Lisa Hernandez,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
qpadilla@gmail.com,Nicholas Martin,operations,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
thomastina@gmail.com,Sarah Brown,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
kimberly52@gmail.com,Patricia Brown,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
lisaperez@gmail.com,David Hale,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
areed@gmail.com,Brittany Peters,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
meredithbaker@gmail.com,Amber Lewis,registration,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
laura43@gmail.com,Bryan Parker,logistics,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
cameron63@yahoo.com,Audrey Cook,technology,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
sheilawalker@yahoo.com,Dr. Bradley Mitchell Jr.,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
connersarah@hotmail.com,Sierra Hill,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
fpetty@yahoo.com,Kevin Yoder,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
nmiller@yahoo.com,Jennifer Baldwin,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
zmiddleton@gmail.com,Justin Edwards,logistics,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
vsmith@yahoo.com,James Bishop,finance,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
christycook@yahoo.com,Jasmine Guerra,logistics,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
garciajanet@yahoo.com,Wayne Fuentes,security,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
brianwise@yahoo.com,Tonya Allen,security,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
francesbarton@gmail.com,Michelle Brown,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
tiffanymullen@yahoo.com,Renee White,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
abell@yahoo.com,Beverly Romero,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
meghan34@yahoo.com,Patricia Gibson,technology,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
twheeler@yahoo.com,Joanne Hicks,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
hwilliams@gmail.com,David Thompson II,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
krivas@gmail.com,Tabitha Lucas,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
daniel95@hotmail.com,Christina Roberts,operations,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
samantha81@yahoo.com,David Anderson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
smithshelia@hotmail.com,Amy Trevino,operations,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
caldwellmatthew@yahoo.com,Levi Townsend,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
lmartin@gmail.com,Tiffany Johnson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
dennis56@yahoo.com,Mr. Justin Taylor,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
ortizanthony@hotmail.com,Ryan Klein,operations,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
emilyrojas@gmail.com,Edward Evans,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
melindasmith@yahoo.com,Scott Davis,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
rcarter@gmail.com,Claudia Williams,finance,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
tinahoward@gmail.com,Wesley Jones,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
aprilcoleman@hotmail.com,Cynthia Pierce,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
tmarsh@gmail.com,Austin Petersen,logistics,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
jillwoods@yahoo.com,Miguel Smith,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
cdavis@yahoo.com,Robert Velazquez,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
ywalker@gmail.com,Michelle Munoz,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
lowetroy@yahoo.com,Renee Hudson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
christopher85@yahoo.com,Omar Cruz,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
clinechris@hotmail.com,Cynthia Jones,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
xhamilton@yahoo.com,Dr. Laura Evans,registration,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
cparker@gmail.com,Christopher Finley,logistics,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
simmonsvalerie@hotmail.com,Maria Bernard,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
smithchristopher@yahoo.com,Jennifer Mathews,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
bwilliams@gmail.com,Melissa Frank,operations,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
monica70@yahoo.com,David Nelson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
brianalvarez@yahoo.com,David Knight II,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
thomasjesse@hotmail.com,Crystal Park,operations,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
james41@yahoo.com,Jason Torres,finance,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
humphreykelly@gmail.com,Nicole Nelson,registration,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
woodardbrittney@yahoo.com,Daniel Crosby,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
zacharyacevedo@gmail.com,Jean Spencer,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
debracollins@yahoo.com,John Bennett,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
nathansolomon@yahoo.com,Paula Bailey,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
kimberlyandrews@hotmail.com,Ricky Miller,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
zfrazier@hotmail.com,Matthew Cook,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
ahall@hotmail.com,Michael Coleman,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
nmclaughlin@yahoo.com,Alicia Patton,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
roberto45@gmail.com,Carol Bryant,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
copelandkimberly@yahoo.com,Jerry Kelly,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
duncansandra@hotmail.com,Sara Soto,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
ndonaldson@yahoo.com,Leslie Robinson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
kstein@gmail.com,Heather Hardy,registration,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
cainshelley@yahoo.com,Jordan Sanchez,registration,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
william66@yahoo.com,Hunter Clements,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
uperry@yahoo.com,Rachel Johnson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
frederickmichael@hotmail.com,Steve Anderson,security,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
cainmary@hotmail.com,Caleb Watson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
ginawilliamson@hotmail.com,Cynthia Thompson,security,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
ybush@gmail.com,Dr. Lisa Adams MD,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
smithcharles@hotmail.com,Michael Davidson,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
tomdiaz@gmail.com,Justin Munoz,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
james63@hotmail.com,Katherine Shaw,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
mellis@gmail.com,Timothy Larsen,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
brownsteven@hotmail.com,Patrick Adams,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
brettramos@gmail.com,Gregory Khan,,Day 1,09:00,09:50,Z110,,House worry specific trade.,Kind white once almost stock hand before believe source forget stuff before score.,Christopher Strong
